"AUXLR218.Code.or.Value","AUXLR218.Value.Description","AUXLR218.Count","AUXLR218.Cumulative","AUXLR218.Skip.to.Item"
"-28 to 57","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
