"AUDTYR14.Code.or.Value","AUDTYR14.Value.Description","AUDTYR14.Count","AUDTYR14.Cumulative","AUDTYR14.Skip.to.Item"
"0 to 1.72","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
