"TYXA120.Code.or.Value","TYXA120.Value.Description","TYXA120.Count","TYXA120.Cumulative","TYXA120.Skip.to.Item"
"0.09 to 8.89","Range of Values",8385,8385,NA
".","Missing",84,8469,NA
