"AUDTYL38.Code.or.Value","AUDTYL38.Value.Description","AUDTYL38.Count","AUDTYL38.Cumulative","AUDTYL38.Skip.to.Item"
"0 to 2.31","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
