"FFQ0135A.Code.or.Value","FFQ0135A.Value.Description","FFQ0135A.Count","FFQ0135A.Cumulative","FFQ0135A.Skip.to.Item"
1,"Almost never or never",3012,3012,NA
2,"About 1/4 of the time",370,3382,NA
3,"About 1/2 of the time",396,3778,NA
4,"About 3/4 of the time",179,3957,NA
5,"Almost always or always",426,4383,NA
88,"Blank",2086,6469,NA
99,"Error",3,6472,NA
