"FSD411.Code.or.Value","FSD411.Value.Description","FSD411.Count","FSD411.Cumulative","FSD411.Skip.to.Item"
"1","Often",48,48,NA
"2","Sometimes",290,338,NA
"3","Never",2323,2661,NA
"7","Refused",10,2671,NA
"9","Don't know",12,2683,NA
".","Missing",7665,10348,NA
