"SMQ819.Code.or.Value","SMQ819.Value.Description","SMQ819.Count","SMQ819.Cumulative","SMQ819.Skip.to.Item"
"1","Today",18,18,NA
"2","Yesterday",25,43,NA
"3","3 to 5 days ago",12,55,NA
"7","Refused",2,57,NA
"9","Don't know",1,58,NA
".","Missing",6932,6990,NA
