"RHQ520.Code.or.Value","RHQ520.Value.Description","RHQ520.Count","RHQ520.Cumulative","RHQ520.Skip.to.Item"
"1","Yes",53,53,NA
"2","No",238,291,NA
"7","Refused",0,291,NA
"9","Don't know",1,292,NA
".","Missing",3305,3597,NA
