"AUXLR147.Code.or.Value","AUXLR147.Value.Description","AUXLR147.Count","AUXLR147.Cumulative","AUXLR147.Skip.to.Item"
"-15 to 128","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
