"AUXRR220.Code.or.Value","AUXRR220.Value.Description","AUXRR220.Count","AUXRR220.Cumulative","AUXRR220.Skip.to.Item"
"-96 to 49","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
