"AUDTYL31.Code.or.Value","AUDTYL31.Value.Description","AUDTYL31.Count","AUDTYL31.Cumulative","AUDTYL31.Skip.to.Item"
"0 to 2.31","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
