"MCQ070.Code.or.Value","MCQ070.Value.Description","MCQ070.Count","MCQ070.Cumulative","MCQ070.Skip.to.Item"
"1","Yes",167,167,""
"2","No",6000,6167,"MCQ080"
"7","Refused",1,6168,"MCQ080"
"9","Don't know",6,6174,"MCQ080"
".","Missing",3190,9364,""
