"MCQ220.Code.or.Value","MCQ220.Value.Description","MCQ220.Count","MCQ220.Cumulative","MCQ220.Skip.to.Item"
"1","Yes",488,488,""
"2","No",5066,5554,"MCQ300a"
"7","Refused",1,5555,"MCQ300a"
"9","Don't know",4,5559,"MCQ300a"
".","Missing",3805,9364,""
