"CIQD029.Code.or.Value","CIQD029.Value.Description","CIQD029.Count","CIQD029.Cumulative","CIQD029.Skip.to.Item"
"1","Yes",66,66,NA
"2","No",47,113,NA
"7","Refuse",0,113,NA
"9","Don't know",1,114,NA
".","Missing",736,850,NA
