"AUDTYL30.Code.or.Value","AUDTYL30.Value.Description","AUDTYL30.Count","AUDTYL30.Cumulative","AUDTYL30.Skip.to.Item"
"0 to 2.03","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
