"AUXRR245.Code.or.Value","AUXRR245.Value.Description","AUXRR245.Count","AUXRR245.Cumulative","AUXRR245.Skip.to.Item"
"-15 to 80","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
