"AUXLR212.Code.or.Value","AUXLR212.Value.Description","AUXLR212.Count","AUXLR212.Cumulative","AUXLR212.Skip.to.Item"
"-31 to 74","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
