"AUDTYL73.Code.or.Value","AUDTYL73.Value.Description","AUDTYL73.Count","AUDTYL73.Cumulative","AUDTYL73.Skip.to.Item"
"0 to 0.94","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
