"SMQ720.Code.or.Value","SMQ720.Value.Description","SMQ720.Count","SMQ720.Cumulative","SMQ720.Skip.to.Item"
"1 to 60","Range of Values",1182,1182,NA
"95","95 cigarettes or more",0,1182,NA
"777","Refused",1,1183,NA
"999","Don't know",1,1184,NA
".","Missing",5796,6980,NA
