"RHQ580.Code.or.Value","RHQ580.Value.Description","RHQ580.Count","RHQ580.Cumulative","RHQ580.Skip.to.Item"
"1","Yes",44,44,""
"2","No",10,54,"RHQ596"
"7","Refused",0,54,"RHQ596"
"9","Don't know",3,57,"RHQ596"
".","Missing",3808,3865,""
