"CIQP63.Code.or.Value","CIQP63.Value.Description","CIQP63.Count","CIQP63.Cumulative","CIQP63.Skip.to.Item"
"0 to 190","Range of Values",54,54,NA
"777","Refused",0,54,NA
"999","Don't know",0,54,NA
".","Missing",874,928,NA
