"AUXLR150.Code.or.Value","AUXLR150.Value.Description","AUXLR150.Count","AUXLR150.Cumulative","AUXLR150.Skip.to.Item"
"-13 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
