"AUXRR109.Code.or.Value","AUXRR109.Value.Description","AUXRR109.Count","AUXRR109.Cumulative","AUXRR109.Skip.to.Item"
"-72 to 44","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
