"OHQ760.Code.or.Value","OHQ760.Value.Description","OHQ760.Count","OHQ760.Cumulative","OHQ760.Skip.to.Item"
"1","Within the past year (1 to 12 months ago)",4867,4867,NA
"2","Within the past 3 years (more than 1 year, to 3 years)",1472,6339,NA
"3","More than 3 years ago",1734,8073,NA
"4","Never",413,8486,NA
"7","Refused",1,8487,NA
"9","Don't know",42,8529,NA
".","Missing",775,9304,NA
