"AUXLR122.Code.or.Value","AUXLR122.Value.Description","AUXLR122.Count","AUXLR122.Cumulative","AUXLR122.Skip.to.Item"
"-34 to 49","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
