"WBXP074.Code.or.Value","WBXP074.Value.Description","WBXP074.Count","WBXP074.Cumulative","WBXP074.Skip.to.Item"
"-121.1802 to 124.8976","Range of Values",8551,8551,NA
".","Missing",3,8554,NA
