"AUXLR117.Code.or.Value","AUXLR117.Value.Description","AUXLR117.Count","AUXLR117.Cumulative","AUXLR117.Skip.to.Item"
"-71 to 78","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
