"AUXRR122.Code.or.Value","AUXRR122.Value.Description","AUXRR122.Count","AUXRR122.Cumulative","AUXRR122.Skip.to.Item"
"-22 to 55","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
