"FSD071.Code.or.Value","FSD071.Value.Description","FSD071.Count","FSD071.Cumulative","FSD071.Skip.to.Item"
"1","Yes",496,496,NA
"2","No",2499,2995,NA
"7","Refused",0,2995,NA
"9","Don't know",0,2995,NA
".","Missing",7353,10348,NA
