"LBD153LC.Code.or.Value","LBD153LC.Value.Description","LBD153LC.Count","LBD153LC.Cumulative","LBD153LC.Skip.to.Item"
"0","At or above the detection limit",1896,1896,NA
"1","Below lower detection limit",0,1896,NA
".","Missing",389,2285,NA
