"MCQ280.Code.or.Value","MCQ280.Value.Description","MCQ280.Count","MCQ280.Cumulative","MCQ280.Skip.to.Item"
"4 to 101","Range of Values",278,278,NA
"77777","Refused",0,278,NA
"99999","Don't know",4,282,NA
".","Missing",9363,9645,NA
