"AUXRR238.Code.or.Value","AUXRR238.Value.Description","AUXRR238.Count","AUXRR238.Cumulative","AUXRR238.Skip.to.Item"
"-38 to 54","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
