"CIQD096.Code.or.Value","CIQD096.Value.Description","CIQD096.Count","CIQD096.Cumulative","CIQD096.Skip.to.Item"
"0 to 365","Range of Values",100,100,NA
"777","Refused",0,100,NA
"999","Don't know",0,100,NA
".","Missing",828,928,NA
