"TYXP073.Code.or.Value","TYXP073.Value.Description","TYXP073.Count","TYXP073.Cumulative","TYXP073.Skip.to.Item"
"-165 to 121","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
