"AUXRR275.Code.or.Value","AUXRR275.Value.Description","AUXRR275.Count","AUXRR275.Cumulative","AUXRR275.Skip.to.Item"
"-8 to 34","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
