"RHQ163.Code.or.Value","RHQ163.Value.Description","RHQ163.Count","RHQ163.Cumulative","RHQ163.Skip.to.Item"
"15 to 44","Range of Values",146,146,NA
"77","Refused",0,146,NA
"99","Don't know",0,146,NA
".","Missing",3338,3484,NA
