"RHQ558.Code.or.Value","RHQ558.Value.Description","RHQ558.Count","RHQ558.Cumulative","RHQ558.Skip.to.Item"
"1","Yes",76,76,NA
"2","No",328,404,NA
"7","Refused",0,404,NA
"9","Don't know",0,404,NA
".","Missing",3080,3484,NA
