"TYXP104.Code.or.Value","TYXP104.Value.Description","TYXP104.Count","TYXP104.Cumulative","TYXP104.Skip.to.Item"
"-293 to 71","Range of Values",8459,8459,NA
".","Missing",10,8469,NA
