"SXQ190.Code.or.Value","SXQ190.Value.Description","SXQ190.Count","SXQ190.Cumulative","SXQ190.Skip.to.Item"
"0 to 150","Range of Values",1081,1081,NA
"77777","Refused",4,1085,NA
"99999","Don't know",0,1085,NA
".","Missing",1753,2838,NA
