"TYXP239.Code.or.Value","TYXP239.Value.Description","TYXP239.Count","TYXP239.Cumulative","TYXP239.Skip.to.Item"
"-298 to -27","Range of Values",192,192,NA
".","Missing",8277,8469,NA
