"KIQ025.Code.or.Value","KIQ025.Value.Description","KIQ025.Count","KIQ025.Cumulative","KIQ025.Skip.to.Item"
"1","Yes",17,17,NA
"2","No",119,136,NA
"7","Refused",0,136,NA
"9","Don't know",0,136,NA
".","Missing",4843,4979,NA
