"KIQ052.Code.or.Value","KIQ052.Value.Description","KIQ052.Count","KIQ052.Cumulative","KIQ052.Skip.to.Item"
"1","Not at all",1254,1254,NA
"2","Only a little",372,1626,NA
"3","Somewhat",157,1783,NA
"4","Very much",59,1842,NA
"5","Greatly",26,1868,NA
"7","Refused",2,1870,NA
"9","Don't know",2,1872,NA
".","Missing",3847,5719,NA
