"WBXA073.Code.or.Value","WBXA073.Value.Description","WBXA073.Count","WBXA073.Cumulative","WBXA073.Skip.to.Item"
"-1.1225 to 0.9998","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
