"MCQ080.Code.or.Value","MCQ080.Value.Description","MCQ080.Count","MCQ080.Cumulative","MCQ080.Skip.to.Item"
"1","Yes",441,441,NA
"2","No",4269,4710,NA
"7","Refused",0,4710,NA
"9","Don't know",6,4716,NA
".","Missing",5754,10470,NA
