"TYXP177.Code.or.Value","TYXP177.Value.Description","TYXP177.Count","TYXP177.Cumulative","TYXP177.Skip.to.Item"
"-297 to 165","Range of Values",1084,1084,NA
".","Missing",4501,5585,NA
