"SXQ800.Code.or.Value","SXQ800.Value.Description","SXQ800.Count","SXQ800.Cumulative","SXQ800.Skip.to.Item"
"1","Yes",2000,2000,NA
"2","No",194,2194,NA
"7","Refused",4,2198,NA
"9","Don't know",0,2198,NA
".","Missing",2859,5057,NA
