"LBC170LA.Code.or.Value","LBC170LA.Value.Description","LBC170LA.Count","LBC170LA.Cumulative","LBC170LA.Skip.to.Item"
"0.1485 to 66.87","Range of Values",251,251,NA
".","Missing",0,251,NA
