"AUXLR137.Code.or.Value","AUXLR137.Value.Description","AUXLR137.Count","AUXLR137.Cumulative","AUXLR137.Skip.to.Item"
"-80 to 35","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
