"AUXRR231.Code.or.Value","AUXRR231.Value.Description","AUXRR231.Count","AUXRR231.Cumulative","AUXRR231.Skip.to.Item"
"-23 to 47","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
