"AUXRR112.Code.or.Value","AUXRR112.Value.Description","AUXRR112.Count","AUXRR112.Cumulative","AUXRR112.Skip.to.Item"
"-57 to 44","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
