"AUDTYL39.Code.or.Value","AUDTYL39.Value.Description","AUDTYL39.Count","AUDTYL39.Cumulative","AUDTYL39.Skip.to.Item"
"0 to 2.78","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
