"AUXLR182.Code.or.Value","AUXLR182.Value.Description","AUXLR182.Count","AUXLR182.Cumulative","AUXLR182.Skip.to.Item"
"-9 to 75","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
