"AUXRR236.Code.or.Value","AUXRR236.Value.Description","AUXRR236.Count","AUXRR236.Cumulative","AUXRR236.Skip.to.Item"
"-6 to 52","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
