"AUXRR265.Code.or.Value","AUXRR265.Value.Description","AUXRR265.Count","AUXRR265.Cumulative","AUXRR265.Skip.to.Item"
"-7 to 134","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
