"TYXP021.Code.or.Value","TYXP021.Value.Description","TYXP021.Count","TYXP021.Cumulative","TYXP021.Skip.to.Item"
"26 to 191","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
