"AUDTYL82.Code.or.Value","AUDTYL82.Value.Description","AUDTYL82.Count","AUDTYL82.Cumulative","AUDTYL82.Skip.to.Item"
"0 to 0.38","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
