"AUDTYL58.Code.or.Value","AUDTYL58.Value.Description","AUDTYL58.Count","AUDTYL58.Cumulative","AUDTYL58.Skip.to.Item"
"0 to 1.75","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
