"TYXP071.Code.or.Value","TYXP071.Value.Description","TYXP071.Count","TYXP071.Cumulative","TYXP071.Skip.to.Item"
"-154 to 125","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
