"AUDTYR13.Code.or.Value","AUDTYR13.Value.Description","AUDTYR13.Count","AUDTYR13.Cumulative","AUDTYR13.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
