"CBQ505.Code.or.Value","CBQ505.Value.Description","CBQ505.Count","CBQ505.Cumulative","CBQ505.Skip.to.Item"
"1","Yes",2066,2066,""
"2","No",183,2249,"CBQ550"
"7","Refused",0,2249,""
"9","Don't know",0,2249,""
".","Missing",620,2869,""
