"HSQ520.Code.or.Value","HSQ520.Value.Description","HSQ520.Count","HSQ520.Cumulative","HSQ520.Skip.to.Item"
"1","Yes",326,326,NA
"2","No",7809,8135,NA
"7","Refused",4,8139,NA
"9","Don't know",25,8164,NA
".","Missing",1001,9165,NA
