"AUDTYR20.Code.or.Value","AUDTYR20.Value.Description","AUDTYR20.Count","AUDTYR20.Cumulative","AUDTYR20.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
