"KIQ022.Code.or.Value","KIQ022.Value.Description","KIQ022.Count","KIQ022.Cumulative","KIQ022.Skip.to.Item"
"1","Yes",136,136,""
"2","No",4829,4965,"KIQ005"
"7","Refused",0,4965,"KIQ005"
"9","Don't know",14,4979,"KIQ005"
".","Missing",0,4979,""
