"RFXT068.Code.or.Value","RFXT068.Value.Description","RFXT068.Count","RFXT068.Cumulative","RFXT068.Skip.to.Item"
"584 to 593","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
